,Turbine_ID,Timestamp,Gen_RPM_Max,Gen_RPM_Min,Gen_RPM_Avg,Gen_RPM_Std,Gen_Bear_Temp_Avg,Gen_Phase1_Temp_Avg,Gen_Phase2_Temp_Avg,Gen_Phase3_Temp_Avg
171997,T06,2016-06-02T17:10:00+00:00,1599.5,1259.4,1421.6,90.3,54,63,64,66
10680,T06,2016-06-02T17:20:00+00:00,1654.1,1265.1,1518.9,97.3,54,63,65,66
56082,T06,2016-06-02T17:30:00+00:00,1641.0,1318.3,1513.1,73.9,54,63,65,67
16680,T06,2016-06-02T17:40:00+00:00,1652.5,1254.5,1459.3,117.5,54,64,65,66
70159,T06,2016-06-02T17:50:00+00:00,1655.9,1255.0,1526.4,103.4,55,64,66,67
18961,T06,2016-06-02T18:00:00+00:00,1665.2,1241.7,1443.8,121.6,55,64,65,67
35250,T06,2016-06-02T18:10:00+00:00,1605.5,1226.7,1402.7,91.1,55,64,65,67
16686,T06,2016-06-02T18:20:00+00:00,1568.5,1221.0,1340.1,66.7,55,64,64,66
88784,T06,2016-06-02T18:30:00+00:00,1339.4,1217.4,1260.2,20.2,55,64,64,65
10686,T06,2016-06-02T18:40:00+00:00,1400.1,1223.4,1269.6,28.9,54,63,63,65
10688,T06,2016-06-02T18:50:00+00:00,1427.1,1233.7,1277.2,36.2,54,63,63,64
10693,T06,2016-06-02T19:00:00+00:00,1275.7,1233.9,1249.1,7.5,54,62,63,64
56089,T06,2016-06-02T19:10:00+00:00,1277.6,0.0,925.7,501.1,53,61,62,62
166146,T06,2016-06-02T19:20:00+00:00,1383.6,0.0,665.8,535.4,53,59,60,59
170230,T06,2016-06-02T19:30:00+00:00,251.9,0.0,133.2,60.5,52,55,57,55
166150,T06,2016-06-02T19:40:00+00:00,1361.2,0.0,868.6,523.8,51,55,56,56
56092,T06,2016-06-02T19:50:00+00:00,1393.1,252.6,1142.6,283.5,50,55,56,56
187612,T06,2016-06-02T20:00:00+00:00,1274.6,1221.3,1250.5,8.5,49,55,56,56
187616,T06,2016-06-02T20:10:00+00:00,1314.1,1233.9,1259.3,14.3,49,56,56,57
56096,T06,2016-06-02T20:20:00+00:00,1273.3,1233.2,1250.2,7.1,48,56,57,57
56098,T06,2016-06-02T20:30:00+00:00,1267.9,1236.2,1251.2,5.6,48,56,57,57
56099,T06,2016-06-02T20:40:00+00:00,1270.4,1236.4,1251.5,5.2,48,56,57,57
10702,T06,2016-06-02T20:50:00+00:00,1275.2,1236.7,1253.1,6.6,48,56,57,57
187621,T06,2016-06-02T21:00:00+00:00,1261.2,1234.7,1249.3,4.3,48,56,57,57
16692,T06,2016-06-02T21:10:00+00:00,1257.8,1238.0,1249.1,3.7,48,56,57,58
35258,T06,2016-06-02T21:20:00+00:00,1262.2,1234.9,1248.6,4.6,48,56,57,58
56107,T06,2016-06-02T21:30:00+00:00,1368.3,75.2,857.8,481.2,48,55,56,56
56110,T06,2016-06-02T21:40:00+00:00,1259.0,250.9,752.8,482.1,47,53,54,54
88803,T06,2016-06-02T21:50:00+00:00,1354.5,260.1,821.0,467.5,46,51,52,52
35261,T06,2016-06-02T22:00:00+00:00,300.1,162.9,241.2,17.6,44,49,49,49
10710,T06,2016-06-02T22:10:00+00:00,282.7,227.2,253.1,13.6,43,47,47,47
56114,T06,2016-06-02T22:20:00+00:00,262.0,222.2,241.4,9.2,42,45,45,45
56115,T06,2016-06-02T22:30:00+00:00,250.9,220.5,240.8,6.9,40,43,43,43
56117,T06,2016-06-02T22:40:00+00:00,251.9,168.2,205.5,31.1,39,42,42,42
172018,T06,2016-06-02T22:50:00+00:00,176.3,154.3,166.2,5.0,38,40,41,40
17027,T06,2016-06-02T23:00:00+00:00,171.5,88.8,138.1,22.3,37,39,40,39
88818,T06,2016-06-02T23:10:00+00:00,115.0,85.6,103.0,7.2,36,37,39,38
88820,T06,2016-06-02T23:20:00+00:00,98.6,61.6,87.0,7.4,35,36,38,37
166162,T06,2016-06-02T23:30:00+00:00,64.0,11.9,32.9,14.8,35,35,37,36
56121,T06,2016-06-02T23:40:00+00:00,13.5,0.0,0.7000000000000001,2.5,34,35,36,35
10720,T06,2016-06-02T23:50:00+00:00,79.7,0.0,40.4,28.9,33,34,35,34
187643,T06,2016-06-03T00:00:00+00:00,220.9,0.0,79.4,75.4,33,34,35,35
172027,T06,2016-06-03T00:10:00+00:00,287.0,208.4,246.8,20.6,32,35,35,35
56125,T06,2016-06-03T00:20:00+00:00,312.9,183.2,254.4,40.0,32,35,35,35
10724,T06,2016-06-03T00:30:00+00:00,300.8,181.7,233.7,36.8,32,35,35,35
172029,T06,2016-06-03T00:40:00+00:00,1369.9,211.5,732.9,483.6,31,35,35,35
70508,T06,2016-06-03T00:50:00+00:00,1276.8,1213.3,1246.6,10.9,32,37,37,36
35273,T06,2016-06-03T01:00:00+00:00,1252.0,215.8,397.6,325.3,33,38,38,38
18987,T06,2016-06-03T01:10:00+00:00,1372.5,299.6,1103.2,327.9,33,39,39,39
166174,T06,2016-06-03T01:20:00+00:00,1385.3,1232.2,1263.3,20.5,34,41,41,41
56131,T06,2016-06-03T01:30:00+00:00,1310.2,1226.0,1255.0,14.2,36,44,44,44
172035,T06,2016-06-03T01:40:00+00:00,1355.6,1223.4,1273.8,28.4,37,47,46,46
88829,T06,2016-06-03T01:50:00+00:00,1339.4,1213.4,1259.7,20.8,38,49,48,49
70510,T06,2016-06-03T02:00:00+00:00,1285.1,1226.3,1253.6,12.5,39,49,50,50
35278,T06,2016-06-03T02:10:00+00:00,1494.4,1227.8,1308.7,57.0,40,50,51,51
18995,T06,2016-06-03T02:20:00+00:00,1540.8,1230.8,1348.2,76.6,41,51,52,52
70514,T06,2016-06-03T02:30:00+00:00,1658.0,1306.5,1556.8,78.8,42,54,54,54
70516,T06,2016-06-03T02:40:00+00:00,1653.1,1236.1,1414.1,134.3,44,55,56,56
56137,T06,2016-06-03T02:50:00+00:00,1274.5,1228.7,1249.0,7.6,44,54,55,55
172043,T06,2016-06-03T03:00:00+00:00,1267.3,144.5,660.1,473.6,44,52,53,53
17045,T06,2016-06-03T03:10:00+00:00,1158.8,150.8,643.0,429.7,43,50,51,51
166182,T06,2016-06-03T03:20:00+00:00,205.3,99.9,140.9,28.8,43,47,48,47
120370,T06,2016-06-03T03:30:00+00:00,313.8,169.7,242.9,36.1,41,45,46,45
70527,T06,2016-06-03T03:40:00+00:00,1374.9,257.9,889.7,438.9,40,44,45,45
187663,T06,2016-06-03T03:50:00+00:00,1367.6,254.8,1125.0,298.2,39,44,45,45
19005,T06,2016-06-03T04:00:00+00:00,1257.8,170.7,313.9,245.0,38,42,43,43
56140,T06,2016-06-03T04:10:00+00:00,301.0,182.4,234.3,24.7,38,41,41,41
172052,T06,2016-06-03T04:20:00+00:00,1375.4,230.7,922.1,449.1,37,40,41,41
126529,T06,2016-06-03T04:30:00+00:00,1402.1,251.2,1164.7,254.5,36,41,41,42
70537,T06,2016-06-03T04:40:00+00:00,1277.6,1231.9,1250.3,9.4,36,42,43,43
123489,T06,2016-06-03T04:50:00+00:00,1422.3,1232.6,1270.8,33.6,37,44,44,44
123491,T06,2016-06-03T05:00:00+00:00,1346.7,1226.8,1263.0,24.4,38,45,46,46
170619,T06,2016-06-03T05:10:00+00:00,1377.0,1231.8,1255.6,20.3,38,46,47,47
170621,T06,2016-06-03T05:20:00+00:00,1280.3,1226.9,1249.4,9.3,39,47,48,48
17056,T06,2016-06-03T05:30:00+00:00,1276.9,1230.6,1248.6,8.5,39,48,48,48
170623,T06,2016-06-03T05:40:00+00:00,1266.5,1235.0,1249.2,5.8,40,48,49,49
56147,T06,2016-06-03T05:50:00+00:00,1275.2,1233.1,1250.5,7.3,40,49,49,50
10755,T06,2016-06-03T06:00:00+00:00,1277.0,1233.1,1249.4,7.3,41,49,50,51
56149,T06,2016-06-03T06:10:00+00:00,1274.8,1230.5,1249.2,7.4,41,50,51,51
187678,T06,2016-06-03T06:20:00+00:00,1275.9,1237.3,1253.2,7.8,41,51,51,52
123498,T06,2016-06-03T06:30:00+00:00,1288.2,1229.7,1251.7,9.8,42,51,52,53
166193,T06,2016-06-03T06:40:00+00:00,1287.1,1227.1,1251.6,9.4,42,52,52,53
56151,T06,2016-06-03T06:50:00+00:00,1278.5,1221.0,1253.7,9.9,42,52,53,53
123500,T06,2016-06-03T07:00:00+00:00,1285.0,1230.5,1252.9,11.5,43,52,53,54
166196,T06,2016-06-03T07:10:00+00:00,1296.4,1225.6,1255.3,13.5,43,53,53,54
70547,T06,2016-06-03T07:20:00+00:00,1281.5,1233.1,1253.9,10.0,43,53,54,54
56153,T06,2016-06-03T07:30:00+00:00,1277.7,1223.8,1252.0,9.6,43,53,54,54
166200,T06,2016-06-03T07:40:00+00:00,1282.5,1227.2,1249.4,8.9,43,53,54,54
187694,T06,2016-06-03T07:50:00+00:00,1293.1,1233.9,1255.2,11.4,43,53,54,54
123504,T06,2016-06-03T08:00:00+00:00,1279.0,1228.1,1252.2,10.4,43,53,54,55
119247,T06,2016-06-03T08:10:00+00:00,1388.7,1234.1,1264.3,21.4,43,53,54,55
166208,T06,2016-06-03T08:20:00+00:00,1553.9,1217.9,1297.8,71.0,44,54,55,55
88852,T06,2016-06-03T08:30:00+00:00,1408.9,1232.3,1279.6,38.9,44,54,55,55
170637,T06,2016-06-03T08:40:00+00:00,1335.9,1222.2,1261.6,19.3,44,54,55,56
187699,T06,2016-06-03T08:50:00+00:00,1461.4,1229.7,1281.8,44.5,44,54,55,56
170639,T06,2016-06-03T09:00:00+00:00,1549.6,1230.1,1348.4,107.5,44,55,56,56
166211,T06,2016-06-03T09:10:00+00:00,1577.2,1235.4,1338.5,81.5,45,55,56,57
166215,T06,2016-06-03T09:20:00+00:00,1668.3,1235.7,1437.5,127.5,45,56,57,57
10774,T06,2016-06-03T09:30:00+00:00,1653.6,1217.8,1435.7,120.1,45,58,58,59
56168,T06,2016-06-03T09:40:00+00:00,1609.5,1219.5,1302.7,79.2,46,57,58,58
123513,T06,2016-06-03T09:50:00+00:00,1645.1,1235.6,1399.7,115.1,46,57,58,59
120410,T06,2016-06-03T10:00:00+00:00,1644.1,1223.9,1368.5,136.0,46,58,59,59
17083,T06,2016-06-03T10:10:00+00:00,1666.2,1227.9,1385.1,126.0,46,58,59,59
56171,T06,2016-06-03T10:20:00+00:00,1674.4,1231.5,1448.8,145.9,47,59,60,60
88863,T06,2016-06-03T10:30:00+00:00,1689.9,1252.8,1420.3,124.6,47,60,61,61
10777,T06,2016-06-03T10:40:00+00:00,1680.0,1253.3,1496.5,120.9,48,61,62,62
56173,T06,2016-06-03T10:50:00+00:00,1692.7,1275.2,1526.1,102.5,48,62,63,64
123519,T06,2016-06-03T11:00:00+00:00,1677.7,1257.8,1496.4,115.7,49,63,64,65
123520,T06,2016-06-03T11:10:00+00:00,1660.8,1237.9,1454.7,122.2,49,62,63,64
187715,T06,2016-06-03T11:20:00+00:00,1684.0,1310.8,1581.2,86.6,50,63,64,65
123521,T06,2016-06-03T11:30:00+00:00,1682.1,1252.1,1491.7,122.3,50,63,64,65
123522,T06,2016-06-03T11:40:00+00:00,1672.7,1334.2,1533.6,78.5,50,63,64,65
35315,T06,2016-06-03T11:50:00+00:00,1669.5,1304.2,1544.1,91.6,51,63,64,65
56180,T06,2016-06-03T12:00:00+00:00,1701.9,1286.0,1560.2,104.3,51,64,65,66
10787,T06,2016-06-03T12:10:00+00:00,1672.2,1280.6,1490.7,111.6,51,63,65,65
56182,T06,2016-06-03T12:20:00+00:00,1681.8,1345.6,1585.2,76.8,51,65,65,66
35319,T06,2016-06-03T12:30:00+00:00,1662.7,1315.5,1538.9,80.8,51,64,65,66
10791,T06,2016-06-03T12:40:00+00:00,1640.4,1229.8,1449.9,102.0,51,63,64,65
70571,T06,2016-06-03T12:50:00+00:00,1670.5,1298.7,1567.4,87.0,51,64,64,65
119268,T06,2016-06-03T13:00:00+00:00,1598.0,1237.4,1403.1,101.8,51,62,64,64
166242,T06,2016-06-03T13:10:00+00:00,1668.2,1240.4,1443.5,147.5,50,62,63,63
35323,T06,2016-06-03T13:20:00+00:00,1675.4,1250.1,1451.3,104.6,50,61,62,63
56185,T06,2016-06-03T13:30:00+00:00,1664.7,1238.0,1441.2,117.0,50,61,62,63
123532,T06,2016-06-03T13:40:00+00:00,1613.0,1231.7,1404.5,95.8,49,60,61,62
56187,T06,2016-06-03T13:50:00+00:00,1650.4,1265.5,1455.8,101.2,49,60,61,62
56188,T06,2016-06-03T14:00:00+00:00,1642.9,1212.2,1423.0,130.8,49,61,62,62
123537,T06,2016-06-03T14:10:00+00:00,1582.1,1209.6,1380.5,90.8,49,60,61,61
56190,T06,2016-06-03T14:20:00+00:00,1667.8,1230.6,1432.1,118.6,48,60,61,61
70580,T06,2016-06-03T14:30:00+00:00,1659.0,1227.1,1483.2,129.5,48,60,61,61
123538,T06,2016-06-03T14:40:00+00:00,1619.9,1228.6,1429.8,100.3,48,60,61,61
119275,T06,2016-06-03T14:50:00+00:00,1654.1,1235.1,1452.4,100.1,48,60,61,61
123540,T06,2016-06-03T15:00:00+00:00,1676.3,1233.5,1459.9,98.0,48,60,61,61
56194,T06,2016-06-03T15:10:00+00:00,1683.6,1211.0,1464.1,138.5,48,60,61,62
70584,T06,2016-06-03T15:20:00+00:00,1652.2,1218.3,1448.6,119.8,48,60,61,61
123543,T06,2016-06-03T15:30:00+00:00,1666.7,1248.5,1499.9,112.4,48,60,61,61
88893,T06,2016-06-03T15:40:00+00:00,1675.0,1240.1,1450.3,125.3,48,60,61,62
88895,T06,2016-06-03T15:50:00+00:00,1673.5,1277.0,1508.8,99.6,48,61,61,62
123547,T06,2016-06-03T16:00:00+00:00,1667.1,1265.7,1498.5,116.5,48,61,62,63
141091,T06,2016-06-03T16:10:00+00:00,1678.1,1250.4,1518.3,113.8,48,61,62,62
123548,T06,2016-06-03T16:20:00+00:00,1671.3,1322.8,1532.3,87.4,48,62,63,63
56197,T06,2016-06-03T16:30:00+00:00,1669.3,1230.0,1528.2,107.0,49,62,63,64
123550,T06,2016-06-03T16:40:00+00:00,1666.9,1240.6,1488.8,106.3,49,62,63,63
123551,T06,2016-06-03T16:50:00+00:00,1666.7,1212.2,1471.9,134.7,49,62,63,63
166261,T06,2016-06-03T17:00:00+00:00,1675.8,1281.2,1465.6,117.4,49,61,62,63
56200,T06,2016-06-03T17:10:00+00:00,1667.7,1230.3,1453.8,127.4,49,61,62,63
170686,T06,2016-06-03T17:20:00+00:00,1688.2,1243.4,1491.8,146.7,49,62,63,63
166263,T06,2016-06-03T17:30:00+00:00,1652.1,1218.9,1430.9,115.1,49,61,62,62
187745,T06,2016-06-03T17:40:00+00:00,1638.7,1216.9,1381.9,117.0,48,60,61,62
166266,T06,2016-06-03T17:50:00+00:00,1570.1,1226.6,1353.9,97.4,48,59,60,61
56203,T06,2016-06-03T18:00:00+00:00,1664.3,1212.9,1453.8,117.5,48,59,60,61
119680,T06,2016-06-03T18:10:00+00:00,1671.9,1239.7,1465.0,128.1,48,60,61,61
82191,T06,2016-06-03T18:20:00+00:00,1664.3,1274.2,1532.1,97.2,48,60,61,62
82193,T06,2016-06-03T18:30:00+00:00,1685.0,1232.5,1447.6,132.1,48,60,61,62
56613,T06,2016-06-03T18:40:00+00:00,1677.5,1205.9,1465.6,135.4,48,60,61,62
136514,T06,2016-06-03T18:50:00+00:00,1683.3,1244.4,1599.1,101.8,48,62,63,64
56614,T06,2016-06-03T19:00:00+00:00,1674.0,1235.9,1499.0,113.7,48,63,64,65
183188,T06,2016-06-03T19:10:00+00:00,1683.6,1216.7,1492.1,119.2,49,62,63,64
65282,T06,2016-06-03T19:20:00+00:00,1605.0,1249.4,1408.4,93.1,48,61,62,63
56617,T06,2016-06-03T19:30:00+00:00,1629.8,1218.9,1376.4,111.3,48,60,61,62
166586,T06,2016-06-03T19:40:00+00:00,1660.0,1248.3,1441.3,132.1,48,60,61,62
73818,T06,2016-06-03T19:50:00+00:00,1646.4,1225.8,1451.7,120.4,48,60,61,62
56619,T06,2016-06-03T20:00:00+00:00,1638.3,1239.1,1413.6,114.1,48,59,60,61
82202,T06,2016-06-03T20:10:00+00:00,1666.1,1245.2,1480.3,111.9,47,60,61,61
73822,T06,2016-06-03T20:20:00+00:00,1660.1,1228.3,1442.5,121.1,47,60,61,61
82205,T06,2016-06-03T20:30:00+00:00,1623.2,1257.2,1437.2,96.9,47,59,60,61
22674,T06,2016-06-03T20:40:00+00:00,1639.4,1378.7,1558.0,51.4,47,60,61,61
183191,T06,2016-06-03T20:50:00+00:00,1657.2,1230.9,1408.8,128.0,47,60,61,61
11213,T06,2016-06-03T21:00:00+00:00,1556.2,1220.1,1329.4,86.5,47,58,59,60
13514,T06,2016-06-03T21:10:00+00:00,1585.4,1224.8,1333.3,101.3,46,57,59,59
129410,T06,2016-06-03T21:20:00+00:00,1595.3,1232.2,1415.4,113.8,46,58,58,59
56624,T06,2016-06-03T21:30:00+00:00,1640.6,1232.1,1459.2,115.7,46,58,59,59
136538,T06,2016-06-03T21:40:00+00:00,1411.3,1231.9,1305.3,43.6,46,57,58,59
56627,T06,2016-06-03T21:50:00+00:00,1335.7,1232.3,1262.6,17.0,45,56,57,58
123930,T06,2016-06-03T22:00:00+00:00,1287.9,1226.6,1251.4,10.8,45,55,56,57
13520,T06,2016-06-03T22:10:00+00:00,1392.1,1222.4,1270.3,33.6,45,54,55,56
123933,T06,2016-06-03T22:20:00+00:00,1483.0,1231.7,1259.9,37.6,44,54,55,56
166597,T06,2016-06-03T22:30:00+00:00,1308.6,1224.6,1255.9,16.0,44,53,54,55
65295,T06,2016-06-03T22:40:00+00:00,1280.9,1229.2,1250.6,9.1,44,53,54,54
123937,T06,2016-06-03T22:50:00+00:00,1311.5,1209.9,1257.0,19.6,43,52,54,54
123938,T06,2016-06-03T23:00:00+00:00,1424.2,1225.0,1271.2,35.4,43,52,53,54
123940,T06,2016-06-03T23:10:00+00:00,1476.0,1225.6,1258.5,31.8,43,52,53,54
56633,T06,2016-06-03T23:20:00+00:00,1270.3,1229.2,1248.6,7.2,42,51,53,53
56634,T06,2016-06-03T23:30:00+00:00,1462.3,1228.7,1262.4,38.9,42,51,52,53
11224,T06,2016-06-03T23:40:00+00:00,1298.1,1222.5,1252.5,12.9,42,51,52,53
13527,T06,2016-06-03T23:50:00+00:00,1281.7,1220.3,1250.0,11.3,42,51,52,52
11225,T06,2016-06-04T00:00:00+00:00,1306.4,1222.3,1254.5,14.4,42,50,51,52
13530,T06,2016-06-04T00:10:00+00:00,1320.0,1219.8,1253.7,13.7,41,50,51,52
123944,T06,2016-06-04T00:20:00+00:00,1413.1,1227.4,1274.7,35.0,41,50,51,52
123945,T06,2016-06-04T00:30:00+00:00,1300.0,618.6,1242.2,48.8,41,50,51,51
82216,T06,2016-06-04T00:40:00+00:00,1447.9,190.4,1159.5,270.3,41,49,50,51
123947,T06,2016-06-04T00:50:00+00:00,1378.4,1231.9,1263.8,25.3,41,50,51,51
166608,T06,2016-06-04T01:00:00+00:00,1291.6,1231.4,1256.7,13.2,41,50,51,52
13536,T06,2016-06-04T01:10:00+00:00,1274.3,1226.7,1252.2,8.3,41,50,51,52
183212,T06,2016-06-04T01:20:00+00:00,1275.9,1228.9,1253.8,9.1,41,51,52,52
119707,T06,2016-06-04T01:30:00+00:00,1298.5,1227.6,1254.8,11.7,41,51,52,52
13544,T06,2016-06-04T01:40:00+00:00,1283.9,1228.6,1251.6,10.0,41,51,52,52
136560,T06,2016-06-04T01:50:00+00:00,1407.1,1222.7,1276.0,34.3,42,52,52,53
82227,T06,2016-06-04T02:00:00+00:00,1426.9,1224.9,1294.8,44.7,42,52,53,53
13548,T06,2016-06-04T02:10:00+00:00,1307.4,1226.0,1255.4,14.5,42,52,53,54
56645,T06,2016-06-04T02:20:00+00:00,1356.6,1226.9,1277.3,25.2,42,52,53,54
65316,T06,2016-06-04T02:30:00+00:00,1534.3,1247.3,1375.8,69.0,42,53,54,55
11236,T06,2016-06-04T02:40:00+00:00,1533.4,1243.9,1353.4,63.7,43,54,55,55
65321,T06,2016-06-04T02:50:00+00:00,1578.7,1242.8,1396.1,87.2,43,54,55,56
56650,T06,2016-06-04T03:00:00+00:00,1580.3,1279.8,1443.9,72.6,43,55,56,56
13554,T06,2016-06-04T03:10:00+00:00,1591.3,1256.5,1420.2,65.0,44,56,57,57
82230,T06,2016-06-04T03:20:00+00:00,1506.2,1253.2,1354.6,56.7,44,56,57,57
56653,T06,2016-06-04T03:30:00+00:00,1476.2,1239.6,1312.5,47.7,44,56,56,57
13556,T06,2016-06-04T03:40:00+00:00,1338.7,1222.4,1271.5,23.5,44,55,56,57
56656,T06,2016-06-04T03:50:00+00:00,1350.0,1227.1,1279.3,26.2,44,55,56,57
123955,T06,2016-06-04T04:00:00+00:00,1360.3,1254.0,1304.0,24.8,44,56,56,57
13557,T06,2016-06-04T04:10:00+00:00,1413.8,1243.9,1305.5,38.5,44,56,57,57
82236,T06,2016-06-04T04:20:00+00:00,1296.8,1232.2,1255.2,9.6,44,56,57,57
119721,T06,2016-06-04T04:30:00+00:00,1270.5,1236.4,1252.0,6.1,44,55,56,57
136574,T06,2016-06-04T04:40:00+00:00,1266.9,1229.0,1252.1,6.2,43,55,56,56
13559,T06,2016-06-04T04:50:00+00:00,1277.2,1221.4,1251.6,9.2,43,55,56,56
136576,T06,2016-06-04T05:00:00+00:00,1293.8,1223.3,1257.6,12.2,43,55,56,56
119727,T06,2016-06-04T05:10:00+00:00,1279.6,1236.5,1255.3,7.7,43,55,56,56
56662,T06,2016-06-04T05:20:00+00:00,1313.1,1236.2,1259.3,12.4,43,55,55,56
166612,T06,2016-06-04T05:30:00+00:00,1289.3,1240.2,1259.2,9.2,43,55,55,56
11256,T06,2016-06-04T05:40:00+00:00,1307.8,1237.6,1258.0,9.7,43,54,55,56
82240,T06,2016-06-04T05:50:00+00:00,1263.9,1238.7,1250.4,4.6,43,54,55,56
65332,T06,2016-06-04T06:00:00+00:00,1262.8,1235.2,1249.1,4.8,43,54,55,56
166616,T06,2016-06-04T06:10:00+00:00,1261.5,1231.1,1248.6,5.3,42,54,55,55
183235,T06,2016-06-04T06:20:00+00:00,1260.8,1237.9,1248.9,4.1,42,54,55,55
65337,T06,2016-06-04T06:30:00+00:00,1259.6,1235.2,1248.9,4.3,42,53,54,55
56668,T06,2016-06-04T06:40:00+00:00,1263.8,1236.6,1248.8,4.2,42,53,54,55
166621,T06,2016-06-04T06:50:00+00:00,1257.6,1236.4,1248.4,3.8,42,53,54,54
166623,T06,2016-06-04T07:00:00+00:00,1259.4,171.5,864.2,471.6,42,52,53,53
56670,T06,2016-06-04T07:10:00+00:00,308.4,250.3,272.9,15.1,42,49,50,50
183239,T06,2016-06-04T07:20:00+00:00,265.4,210.6,240.5,13.2,41,47,48,47
123968,T06,2016-06-04T07:30:00+00:00,255.9,202.6,226.0,14.4,40,45,45,45
65354,T06,2016-06-04T07:40:00+00:00,255.7,213.8,234.7,10.7,38,43,43,43
123970,T06,2016-06-04T07:50:00+00:00,264.3,236.0,248.3,7.2,37,41,41,41
119743,T06,2016-06-04T08:00:00+00:00,272.3,236.0,259.6,8.1,36,39,39,39
56673,T06,2016-06-04T08:10:00+00:00,292.6,236.2,267.5,13.1,35,38,38,38
56675,T06,2016-06-04T08:20:00+00:00,1374.6,292.4,975.1,418.3,33,37,37,38
11260,T06,2016-06-04T08:30:00+00:00,1266.8,1226.9,1248.5,6.2,33,39,39,39
123976,T06,2016-06-04T08:40:00+00:00,1405.6,167.9,1099.8,334.4,34,39,40,40
13578,T06,2016-06-04T08:50:00+00:00,1298.0,1235.5,1255.2,10.0,34,40,41,41
65360,T06,2016-06-04T09:00:00+00:00,1418.3,1223.9,1271.7,30.8,35,42,42,43
123978,T06,2016-06-04T09:10:00+00:00,1449.1,1230.0,1296.0,48.3,36,43,44,44
82250,T06,2016-06-04T09:20:00+00:00,1616.4,1246.4,1402.1,94.5,37,45,46,46
56680,T06,2016-06-04T09:30:00+00:00,1496.4,1239.0,1355.1,70.3,38,47,47,48
123981,T06,2016-06-04T09:40:00+00:00,1385.2,1223.9,1276.7,29.5,38,47,48,48
56681,T06,2016-06-04T09:50:00+00:00,1546.1,1221.2,1308.6,63.8,39,48,48,49
56682,T06,2016-06-04T10:00:00+00:00,1498.0,1223.9,1309.3,67.9,40,49,49,50
136583,T06,2016-06-04T10:10:00+00:00,1504.8,1236.6,1326.6,63.3,40,49,50,50
56686,T06,2016-06-04T10:20:00+00:00,1591.5,1211.6,1324.7,93.0,41,50,51,51
166652,T06,2016-06-04T10:30:00+00:00,1392.9,1227.2,1287.3,40.8,41,50,51,51
123985,T06,2016-06-04T10:40:00+00:00,1359.4,1226.3,1269.7,27.9,41,51,52,52
11280,T06,2016-06-04T10:50:00+00:00,1523.3,1223.3,1306.5,61.8,42,51,52,52
123986,T06,2016-06-04T11:00:00+00:00,1426.6,1228.0,1316.1,53.1,42,52,53,53
56691,T06,2016-06-04T11:10:00+00:00,1469.1,1236.0,1300.6,45.0,42,52,53,54
56693,T06,2016-06-04T11:20:00+00:00,1391.0,1220.9,1271.9,30.8,43,53,54,54
136589,T06,2016-06-04T11:30:00+00:00,1512.0,1229.7,1308.1,62.0,43,53,54,55
123989,T06,2016-06-04T11:40:00+00:00,1361.6,1226.2,1275.0,30.1,43,53,54,55
56699,T06,2016-06-04T11:50:00+00:00,1522.1,1213.1,1305.3,70.3,44,54,55,55
82264,T06,2016-06-04T12:00:00+00:00,1583.2,1220.2,1315.3,88.1,44,54,55,56
11284,T06,2016-06-04T12:10:00+00:00,1592.6,1220.6,1308.8,85.3,44,55,55,56
56701,T06,2016-06-04T12:20:00+00:00,1581.9,1229.1,1313.4,81.2,45,55,55,56
123993,T06,2016-06-04T12:30:00+00:00,1607.5,1230.0,1297.9,81.6,45,55,56,56
82270,T06,2016-06-04T12:40:00+00:00,1584.4,1223.7,1300.5,78.6,45,55,56,56
56706,T06,2016-06-04T12:50:00+00:00,1533.0,1226.3,1296.0,66.9,45,55,56,57
119769,T06,2016-06-04T13:00:00+00:00,1631.7,1207.8,1309.3,100.7,45,56,56,57
123996,T06,2016-06-04T13:10:00+00:00,1626.8,1224.8,1336.3,116.0,46,56,57,57
65368,T06,2016-06-04T13:20:00+00:00,1685.7,1225.3,1358.1,144.3,46,57,58,58
123998,T06,2016-06-04T13:30:00+00:00,1657.0,1218.8,1419.2,138.2,47,58,59,59
56709,T06,2016-06-04T13:40:00+00:00,1632.9,1232.9,1400.5,102.0,47,58,59,60
183258,T06,2016-06-04T13:50:00+00:00,1651.4,1247.8,1455.9,119.0,47,59,60,60
124003,T06,2016-06-04T14:00:00+00:00,1676.3,1255.1,1470.8,101.3,48,60,61,61
65372,T06,2016-06-04T14:10:00+00:00,1648.6,1234.0,1439.1,108.5,48,61,62,62
11287,T06,2016-06-04T14:20:00+00:00,1651.4,1243.3,1465.6,108.8,49,61,62,63
136616,T06,2016-06-04T14:30:00+00:00,1664.9,1227.2,1472.1,120.5,49,62,62,63
124008,T06,2016-06-04T14:40:00+00:00,1655.8,1226.4,1483.3,134.2,49,62,63,64
82289,T06,2016-06-04T14:50:00+00:00,1686.6,1363.4,1559.3,79.0,50,64,65,65
56982,T06,2016-06-04T15:00:00+00:00,1685.6,1351.0,1574.5,83.6,50,65,66,66
183264,T06,2016-06-04T15:10:00+00:00,1670.7,1357.2,1571.9,73.0,51,65,66,67
124013,T06,2016-06-04T15:20:00+00:00,1673.6,1267.7,1553.9,89.7,51,66,67,67
119779,T06,2016-06-04T15:30:00+00:00,1678.7,1259.0,1526.8,111.3,51,65,66,67
